id,name,lat_a,lng_a,lat_b,lng_b
7c5ef9e8-b155-4473-9d99-3f8157fcc5c1,gbaka : Yopougon Palais → Beago Wolosso,5.3244,-4.0775,5.3098,-4.0761
2b686678-b0b8-41fb-9d65-41e7df944875,woro woro : Camp Militaire → Terminus 40,5.3303,-4.0741,5.319,-4.0616
30add4e4-1ba1-453a-9655-aa163f360035,woro woro banalisé : 9 kilo → Port Bouet,5.2663,-3.9619,5.2576,-3.9729
1bd1a0a8-95cc-426b-ac3f-5fae94305605,gbaka : Siporex → Songon Agban,5.3557,-4.0756,5.3211,-4.2316
4e54e702-ac44-412b-b43f-a9ae323ea697,gbaka : Yopougon Siporex → Yopougon Académie,5.3533,-4.0741,5.3244,-4.1064
055285ed-2691-411a-8f81-5735bec92855,gbaka : Yopougon Gesco → Yopougon Siporex,5.3671,-4.1019,5.3646,-4.0963
cbb0ed07-83ab-4461-a62d-8d59fb12f3a1,gbaka : Yopougon Siporex → Yopougon Gesco,5.3673,-4.1023,5.3668,-4.0972
534135b1-d666-44ad-9ba1-957fed6be645,gbaka : Yopougon Diop → Yopougon Acamedie,5.3239,-4.1069,5.3134,-4.1115
06be3b4c-ac79-48fb-b160-523dfd207d29,gbaka : Yopougon Acamedie → Yopougon Diop,5.3239,-4.1069,5.3134,-4.1115
1681fdeb-e315-42c1-9fef-c01f1409c16d,woro woro : Terminus 40 → Camp Militaire,5.3303,-4.0741,5.319,-4.0616
15ec0167-d255-4c14-a265-2acdc714f536,woro woro : Abobo Azur Mobil → Belle Côte- Palmeraie,5.3664,-3.9606,5.4,-4.0062
d2a3f521-79fd-4d99-baf7-5465957a507e,woro woro : La vie → Carrefour Angre,5.3492,-4.0023,5.4141,-3.9954
df866b94-71d9-4e22-a696-7b92f17a9834,woro woro : Gare d'Abobo → Belle Ville,5.4336,-3.9886,5.4195,-4.0154
ead319c6-962a-4a1e-9593-36ebf191a4cd,gbaka : Yopougon Carrefour zone → Abobo Agripac,5.3557,-4.0849,5.4411,-4.0689
d239145b-b157-4466-ae1a-b7df1707bf23,gbaka : Yopougon Koweit → Zone Industrielle,5.3625,-4.0806,5.3691,-4.0789
d2b5435e-ee5a-4074-aac7-5893d87a779b,gbaka : Zone Industrielle → Yopougon Koweit,5.3355,-4.0623,5.3692,-4.0789
eb4903f6-e25a-45dd-a0b8-d56a084225b9,gbaka : Gesco → Zone Industrielle,5.3673,-4.1023,5.3688,-4.079
3e1d245d-3a05-4f86-bf1a-d04a78ff373e,gbaka : Zone Industrielle → Gesco,5.3673,-4.1023,5.3668,-4.0972
4ed3b9a1-1f3c-4324-add1-6fa2c6b02760,gbaka : Yopougon Micao → Yopougon Siporex,5.3832,-4.0944,5.3565,-4.0734
7f74cd26-1892-461d-a74e-5b6e199a38f1,woro woro : Abobo Azur Mobil → St Marc- Palmeraie,5.3664,-3.9606,5.4,-4.0062
e424f730-df86-4c2f-bd29-f094d5bfa193,woro woro : Sicogi → Anoumabo sans fil,5.3069,-3.964,5.2882,-3.9655
ad3c9e60-1ab6-4873-8897-d9486c3ebb07,gbaka : Gesco Rond Point → Sable,5.3585,-4.0994,5.3551,-4.0907
d376752f-17e3-419b-a693-3122d1c10037,gbaka : Adjamé Texaco → Yopougon Lubafrique,5.3541,-4.0178,5.3304,-4.1039
f6b6060e-df72-48b8-8a64-0a36d7fd8d8b,gbaka : Yopougon Siporex → Yopougon Micao,5.3565,-4.0734,5.3832,-4.0944
05562180-4041-4a68-9916-c270e6df69bb,woro woro : Cocovico → Abobo Azur Mobil,5.4006,-3.9797,5.4,-4.0062
1249bec5-e4e8-46da-950e-6f818f46a60e,divers Abobo Azur Mobil - Cocovico,5.4006,-3.9797,5.4,-4.0062
6d415c31-4606-4d7d-bf4f-d65f2dd111a7,woro woro : Enica → Warren/commissariat,5.3604,-3.9618,5.366,-3.9604
1bd8c4d1-25b6-435c-a708-00829f97f4a4,woro woro : Warren/commissariat → Enica,5.3609,-3.962,5.366,-3.9606
05379247-92fc-4dfb-a031-726c3296d615,woro woro : St Viateur → Warren/commissariat,5.3604,-3.9618,5.366,-3.9604
0b643975-6afc-4321-be3a-9475b96eaf72,woro woro : Warren/commissariat → St Viateur,5.3609,-3.962,5.366,-3.9604
1e52f73b-0288-47e0-a67a-4780f52ffa65,woro woro : Angré Château → St Marc- Palmeraie,5.3663,-3.9605,5.4152,-3.9773
5ae75e34-e52c-476c-9bbb-13c9614cb2e1,woro woro : St Marc- Palmeraie → Angré Château,5.3664,-3.9606,5.4152,-3.9773
0ee0d744-266e-49b0-8fe3-7f7b15c0ad99,woro woro : Mary'se - Palmeraie → Angré Château,5.3628,-3.9597,5.4152,-3.9773
024b09f8-f6b0-4136-8737-bb460628b3fa,gbaka : Yopougon Mênêkré → Yopougon Siporex,5.3803,-4.1048,5.3565,-4.0734
d0fadfff-0419-4746-a7a0-3e3dc3410420,gbaka : Adjamé Texaco → Yopougon Micao,5.3545,-4.0182,5.3666,-4.0972
6c1ec789-cc04-44e8-aba2-3d0f1ac90d31,gbaka : Yopougon Siporex → Yopougon Mênêkré,5.3565,-4.0734,5.3803,-4.1048
97b21f14-9bce-4b23-a3c9-2946b7e237d8,woro woro : Angré Château → Mary'se - Palmeraie,5.4152,-3.9773,5.3664,-3.9606
2bad790a-d673-440c-b702-4a2f0eca5309,gbaka : Sable → Gesco Rond Point,5.3557,-4.0741,5.3585,-4.0994
fa08b56a-1271-46e4-b456-0e662b20fc84,woro woro : Toit rouge Jean-Paul 2 → Terminus 40,5.3306,-4.0474,5.3303,-4.0741
5781cc21-750b-40ca-b82d-38e6455f5e47,woro woro : Palmeraie par le CHU Angré → Angré Petro Ivoire,5.3663,-3.9605,5.4044,-3.9905
1bbb891e-877a-4962-b6ae-80da0d8a432d,gbaka : Azito → Terminus 27,5.3041,-4.0814,5.3159,-4.0897
28c92ff6-ae5c-4b36-8624-2f44db04da08,gbaka : Terminus 27 → Azito,5.3041,-4.0814,5.3159,-4.0897
6dc50111-29da-4410-a3d4-13b6cbdc17be,woro woro : Angré Petro Ivoire → Palmeraie par le CHU Angré,5.4044,-3.9901,5.3784,-3.9592
ca191d78-c115-4984-977d-96d1cac551de,woro woro : Palmeraie Warren/commissariat par la CNPS → Angré Petro Ivoire,5.3604,-3.9618,5.4044,-3.9905
0951cf4d-234a-4c45-86f8-6b3ea3c0631b,woro woro : Angré Petro Ivoire → Palmeraie Warren/commissariat par la CNPS,5.3663,-3.9605,5.4044,-3.9901
719e73aa-f6e6-485d-810b-c6bac52c86ad,woro woro banalisé : Plateau Longchamp → Port Bouet,5.3242,-4.0217,5.3244,-4.022
01991932-6fd6-4caa-b9b5-cede186d0c30,gbaka : Sable → Gesco Gendarmerie,5.3563,-4.0663,5.3673,-4.1015
db4e80b0-56ef-4ac1-9ead-7ef8f1293bd4,woro woro : St Jean → Carrefour Angré,5.3373,-4.0038,5.4141,-3.9954
0acecc76-6520-4432-bb04-01b62848225c,gbaka : Koweit → Yopougon Siporex,5.356,-4.067,5.3355,-4.0623
6dc3b61e-7566-42fa-866d-0149d6c38cf8,gbaka : Yopougon Siporex → Koweit,5.356,-4.0741,5.3355,-4.0623
9917d7ca-7b29-465f-8af4-11767a3df900,gbaka : Gesco Gendarmerie → Sable,5.3672,-4.1016,5.3558,-4.074
d90f2811-8076-47d2-959c-f2831909f9b1,gbaka : Boissy → Attécoubé Garage,5.3344,-4.055,5.3284,-4.0496
52fd2903-f83d-47b4-89e3-7aeee24e8834,woro woro : Carrefour Angré → Deux plateaux Mobile,5.4141,-3.9954,5.3682,-3.9983
444509e2-7d32-4a89-ad83-d687d4862f2c,gbaka : Gesco Rond Point → Attécoubé Garage,5.3557,-4.0741,5.3585,-4.0994
cf297d49-42af-4772-bd18-57299ef06277,woro woro : Shell Petro Ivoire → En bas,5.4044,-3.9905,5.4055,-3.9967
18c6ee9d-741d-4a60-8557-10ab6ed8090a,woro woro : Adjamé Liberté → Williamsville Macaci,5.354,-4.0166,5.3766,-4.0255
2964c024-8e8a-4760-b1b5-cefc5b2ebe85,gbaka: Gare Abobo Kennedy → Kennedy Mosquée Ado,5.4223,-4.0164,5.4236,-3.9978
ae72e32d-d47a-4322-b610-38bac864cfc3,gbaka : Camp Militaire → Attécoubé Garage,5.3344,-4.055,5.3197,-4.0617
60c1c160-924f-49cd-9707-1ce1e007aa5d,gbaka : Koweit → Attécoubé Garage,5.3344,-4.055,5.3223,-4.055
7ca4b238-d4a8-404c-8fb1-05932af09b34,gbaka: Abobo Gare d'Akeïkoi → Akeïkoi Village,5.4229,-4.0161,5.4607,-4.011
a22bb47b-af31-4cba-a323-0d3f111e6155,woro woro banalisé : Plateau Sorbonne → 2 Plateaux Mobil,5.3242,-4.0217,5.3245,-4.0221
70c2ca64-63e8-4a53-9972-ddf35cf78535,woro woro banalisé : 2 Plateaux Mobil → Mosquée du Plateau,5.3242,-4.0217,5.3242,-4.0196
1b7a7175-aed5-48e4-9e45-806d730833e7,woro woro : Terminus 40 → Toit rouge Jean-Paul 2,5.3306,-4.0474,5.3303,-4.0741
350b897b-6f51-4bc1-b8b5-bae15de46eda,gbaka : Koweit → Adjamé Agban,5.3222,-4.0547,5.3344,-4.055
35557763-0a13-4f8f-a96c-c588926dcdb8,gbaka : Adjamé Agban → Koweit,5.3344,-4.055,5.3223,-4.055
428aa76c-9d9b-4ae2-a57e-b7f39c0ffd4c,gbaka: Akeïkoi Village → Abobo Gare d'Akeïkoi,5.4227,-4.0161,5.4607,-4.011
dc7c51ad-0c08-443a-9f3a-5126c63ac586,woro woro : Abobo Doumé → Terminus 40,5.3113,-4.0359,5.3303,-4.0741
fc634719-e7f9-470e-bf0e-dfa65ed20f57,gbaka : Palais → Bracodi,5.3271,-4.0769,5.3574,-4.0276
08ad5e34-9ab1-4a6a-a18e-b3c2429b0a1a,woro woro : Zone industrielle → Marché 23è,5.3618,-4.072,5.3695,-4.0802
958d5994-eefe-4213-a885-114aacec19c2,woro woro : Marché 23è → Zone industrielle,5.3618,-4.072,5.3692,-4.0802
818d6a42-e96f-4357-a753-5e0ccfb7d0a2,woro woro : Cité Verte → Lubafrique,5.33,-4.1044,5.3321,-4.1124
d35f9e98-f17b-44a4-9a49-d9517c350c40,woro woro : Lubafrique → Cité Verte,5.33,-4.1044,5.3321,-4.1124
72a8f5ea-6661-44dc-ab9d-bf018a7fcbe4,gbaka : Texaco → Mossikro,5.3545,-4.018,5.3414,-4.0462
b6da0acd-93c8-49f2-ac92-f4ef63838ab0,gbaka : Bracodi → Palais,5.3605,-4.0277,5.3271,-4.0769
3ed3d902-c008-4714-a7d6-5244796f8702,woro woro : Marché Bagnon → Lubafrique,5.3371,-4.1111,5.33,-4.1044
8e282887-7665-43ac-84d5-b175d917b6d5,woro woro : Lubafrique → Marché Bagnon,5.3371,-4.1111,5.33,-4.1044
51f91144-3e82-4389-bb0d-b2cc652a7775,gbaka : Terminus 27 → Siporex,5.3164,-4.0892,5.3533,-4.0741
3fe2db0e-a9b7-4e3c-a0f0-fa73f7713b08,gbaka : Bracodi → Terminus 27,5.3605,-4.0277,5.3161,-4.0901
caa44e1c-966f-4154-84e5-79002b5001d9,gbaka : Siporex → Terminus 27,5.3533,-4.0741,5.3161,-4.0901
65c3c90a-b735-440e-badb-05295081e612,gbaka : Bracodi → Académie,5.3605,-4.0277,5.3242,-4.1065
8a5ca0df-125d-4083-82f7-eb031a8d2bf3,woro woro banalisé : Port Bouet → Cocody La vie,5.3037,-3.9946,5.3484,-4.0033
72df95c7-41ed-488a-b9c9-4e0817a92178,gbaka: Kennedy Marché→Gare Abobo Kennedy,5.4219,-4.0166,5.4237,-4.0015
198a6548-32d2-4f8b-8dbe-5e9f735646a5,woro woro banalisé : Port Bouet → Palmeraie,5.2576,-3.9729,5.2661,-3.9616
ed37f439-2276-451f-9214-4b283ca3d299,gbaka : Adjamé Liberté → Abobo Gare Mairie (par l'autoroute),5.3544,-4.0164,5.42,-4.0175
b6889ee9-1dff-491b-a383-8818ff29dd30,gbaka: Abobo Gare Mairie → Abobo PK 18,5.4218,-4.0182,5.4499,-4.0524
dc31bc16-b962-4055-a754-b37f5058ee16,gbaka : N'dotre → Château,5.464,-4.0825,5.4606,-4.0735
f4449c15-fd3e-405d-a929-68b0d09ffa82,woro woro banalisé : Port-Bouët → Abobo St Joseph,5.2576,-3.9729,5.4174,-4.0168
4055aa52-7519-4cfd-baa8-9ab445f07e3c,gbaka : Ndotre → Abobo Gare,5.4433,-4.0694,5.4434,-4.0692
6ad9600f-97f3-4336-9f3e-6701ed8020ec,woro woro banalisé : Inades → Adjamé Renault,5.3493,-4.0181,5.3547,-4.021
13d76bdc-aa1b-46f4-a340-5c841c8ba999,woro woro banalisé : Adjamé INHP → Inades,5.3404,-4.0263,5.3405,-4.0156
857fa98c-fdd5-45ff-8af3-a68b0d3fb422,woro woro banalisé : Inades → Adjamé INHP,5.3396,-4.001,5.3404,-4.0263
c3963dc7-e6e9-4296-b21b-a0487258f4ff,woro woro banalisé : 2 Plateaux Mobil → Treichville Gare de Bassam,5.3677,-3.9996,5.2982,-4.0031
49ea1151-96bb-4cf8-8080-bbf33d0d9c38,gbaka : Belle ville → Abobo Gare,5.4336,-3.9886,5.4196,-4.0153
87f6a47a-f3e5-4b50-b546-835f7609a745,gbaka : Abobo Gare → Belle ville,5.4336,-3.9886,5.4197,-4.0157
f32b2608-28fb-4088-b66a-34a75b4dcf14,woro woro banalisé : Plateau Telecel → 2 Plateaux Mobil,5.3209,-4.0196,5.3219,-4.016
81e5ddbd-325c-4524-98c1-d85e14debabc,woro woro banalisé : 2 Plateaux Mobil → Plateau Telecel,5.3189,-4.0163,5.32,-4.0188
5199ab71-caf2-4ffc-b0b8-e2869b730e84,gbaka : Paillet → Lycée Moderne d'Abobo,5.3721,-4.0119,5.4196,-4.0153
1665fd10-66e4-4e43-8517-e1c29bbaa150,gbaka : Abobo Gare → Angré Petro Ivoire,5.4214,-4.0155,5.405,-3.9907
d0cfbc8c-5a75-47be-82a3-6034abaed2fb,gbaka : Gare Anokoi → Anokoi Sodeci,5.4377,-4.0449,5.4239,-4.05
6f83f2da-adde-4355-b140-7ce3a0dfb527,gbaka : Lycée Moderne Abobo → Adjamé Liberté,5.4261,-4.0147,5.3546,-4.0164
5d9b75cd-013b-4c6b-9cfc-49ad968258d5,gbaka : Biabou → Abobo Samaké,5.4456,-3.9781,5.4155,-4.0059
bfe93e3a-d229-4f09-a2e5-d9e3af413791,gbaka : Abobo Samaké → Biabou,5.4456,-3.9781,5.4151,-4.0063
46f1a3f4-c8fb-48b6-9380-7aaddfec1b1a,woro woro : Houphouet-Boigny → Lycée Moderne d'Abobo,5.4278,-4.0146,5.4429,-4.0088
8ff81f98-c8b6-4f53-ae42-e8b050d15dc3,woro woro : Lycée Moderne d'Abobo → Houphouet-Boigny,5.443,-4.0088,5.4278,-4.0146
8a79232c-26cd-4186-9560-ff7e55c18bda,gbaka : Abobo Agripac → Yopougon Carrefour zone,5.4411,-4.0691,5.3557,-4.0849
b0f953bd-be92-4a3b-a121-2092e1aeec7c,gbaka : Biabou → Abobo Marché,5.4456,-3.9781,5.4198,-4.0158
c33a6b3a-e936-4113-b709-fb8f8c5e658c,gbaka : Abobo Marché → Biabou,5.4456,-3.9781,5.4237,-4.0156
c1204d53-5f2f-4da5-948b-e6d8acdb8a4d,Gbaka : Belle Cité en Bas → Belle Cité,5.4461,-4.0207,5.4541,-4.0264
8129ff96-cf94-4f26-ae2c-71458494b0f7,Gbaka : Belle Cité → Belle Cité en Bas,5.4461,-4.0207,5.4541,-4.0264
ed9aa19d-7ed9-4ccb-8720-b186cfd74679,gbaka : Adjamé Texaco → Pk Direct,5.3549,-4.0186,5.4614,-4.0538
45892f58-8d86-45c7-91a7-a093d4db8d92,woro woro banalisé : Abobo St Joseph → Port-Bouët,5.4165,-4.0166,5.2676,-3.9616
640f5422-8593-413f-9181-d1dff94d7cd3,gbaka : Lycée Moderne d'Abobo → Paillet,5.4271,-4.0146,5.3716,-4.0121
cc742d13-fe78-45f9-bf9e-ec0af9624ab8,woro-woro : Toit rouge Jean-Paul 2 - Siporex,5.3355,-4.055,5.3557,-4.0746
2cac22ec-61e8-4474-822a-7e188047a7f0,gbaka : Angré Pétro Ivoire → Belle Ville,5.4316,-3.9889,5.4053,-3.9902
9a77e7f6-dbd7-44ae-bf8e-f2eb4779f86d,gbaka : Château → N'dotre,5.464,-4.0825,5.4477,-4.0705
2a5c4d1c-a1d7-4157-a0f8-47316a152364,woro woro : BC Carrefour Niamkey → Abobo Gendarmerie,5.4438,-4.0266,5.4259,-4.0206
4e62e767-69da-483a-a5e4-02073b9b4eff,woro woro : Mossikro → Gabriel Gare,5.3563,-4.0718,5.3409,-4.0467
3ced530a-da4d-4cd2-b787-ffa225073acb,woro woro : BHCI → Lama Fofana,5.3378,-4.055,5.3408,-4.073
70403f5f-9df0-4a06-af74-3491000c8034,woro woro : Abobo Doumé → Camp Militaire,5.3113,-4.0359,5.319,-4.0616
48cebfcd-d3ac-457b-94ad-e497264dcfda,gbaka : Abobo Gare → Adjamé Texaco,5.4174,-4.0169,5.3549,-4.0186
7987946e-a676-4a0e-8b22-19b19d73028e,gbaka : Adjamé Texaco → Abobo Gare,5.3549,-4.0186,5.4174,-4.0168
4db8ff32-c92b-4026-81aa-4ab534d4ad42,woro woro : Mossikro → Sable nouveau goudron,5.3409,-4.0467,5.3567,-4.0664
8a05cd38-440b-47b6-ad55-d2c5bb691e90,woro woro : Millionnaire Antenne → Sable nouveau goudron,5.3482,-4.0505,5.3567,-4.0664
131b3b50-4df1-439a-ac55-800fdc76b646,woro woro : Abobo Gendarmerie → BC Carrefour Niamkey,5.426,-4.0198,5.4438,-4.0266
6e5c7a9c-d9b5-4ef7-ae13-b67fb7b32ead,woro woro : BC → Abobo Gendarmerie,5.4461,-4.0207,5.4281,-4.0201
bca22a31-2140-4716-8805-c30d453190d0,woro woro banalisé : Koumassi Grand Carrefour → Palmeraie,5.2884,-3.9705,5.3608,-3.9581
46e6dcdc-cfc5-4a64-82f5-035c7acd07b9,woro woro : Abobo Doumé Marine → Palais,5.3254,-4.0769,5.3145,-4.0353
c6bce887-96d8-4229-9ba6-d085c2c201bc,gbaka : Anokoi Sodeci → Gare Anokoi,5.4377,-4.0449,5.4239,-4.05
7fb84a71-1635-4ade-888a-4436c2b0b4ea,woro woro : Abobo Gendarmerie → BC,5.4461,-4.0207,5.4279,-4.0201
daef867c-a931-4a75-83fd-90066d7efa06,gbaka : Agripac → Adjamé,5.4423,-4.0478,5.3641,-4.0294
88be35e8-adc2-4f24-8c1d-7345d1232fef,woro woro : Palais → Abobo Doumé Marine,5.3252,-4.0771,5.3146,-4.0352
33b4f49d-c2e5-4db4-a1f3-a35bb17dc3c7,woro woro : Mossikro → Bel air,5.3466,-4.063,5.3409,-4.0467
dbbf2a56-0eb1-40f1-9d2a-147a2e6fdb40,gbaka : Celeste Carrefour Garage → Adjamé Sous le Pont,5.4125,-4.0163,5.3637,-4.0293
d6dcffd7-6572-4af3-a4ec-e7591fc4ab33,woro woro : Colonel → Bel air,5.3466,-4.063,5.3442,-4.0484
1e0fc91f-39cf-4780-a7d8-da88b55748eb,woro woro : Bel air → Colonel,5.3466,-4.0628,5.3442,-4.0484
3e2a19f1-8ffe-40e5-bdbb-f658640eff3b,woro woro : Toit rouge Jean-Paul 2 → Abobo Doumé,5.3306,-4.0474,5.3146,-4.0352
515d26f7-8fac-4c95-bfe9-927d9e137c78,woro woro : Habitat grace → Abobo Marche,5.4239,-4.0153,5.4355,-4.0027
a794dde7-c3cb-4cd2-81cb-028c8d615f57,gbaka : Mairie → Dokui Azur,5.4197,-4.0157,5.3999,-4.0065
78ba7c8b-e296-4885-afe1-8960a02413ad,gbaka : Adjamé Sous le Pont → Celeste Carrefour Garage,5.3599,-4.029,5.4151,-4.0333
b6ee62fd-a0ff-4e0c-bc37-fc57795c67cc,woro woro : Marché Bagnon → Palais,5.3371,-4.1111,5.3253,-4.0775
cc211d49-a727-4f19-9d9a-c7e3435e3072,woro woro : Abobo Marche → Habitat grace,5.4261,-4.0147,5.4355,-4.0027
47062927-0a38-4ff9-a1f6-ada8ad361f8c,gbaka : Biabou Paris Village → Centre Culturel,5.4565,-3.9729,5.4209,-4.0147
7a8c0e5b-c80c-46bf-8e77-bc19e3d27fb1,gbaka : Bocabo Carrefour Marché → Adjamé Sous le Pont,5.4278,-4.0315,5.3599,-4.0286
fc654c48-f577-45c6-9b3b-e3ebf3995a29,gbaka : Centre Culturel → Biabou Paris Village,5.4209,-4.0147,5.4565,-3.9729
60988fb1-9e07-4b45-aac6-b0c26d2152b5,gbaka : Angré Château → Centre Culturel,5.4209,-4.0144,5.4152,-3.9773
cb540340-32cc-4c6d-afc5-ccb07e5045dd,gbaka : Agbékoi → CIE Abobo Centre,5.4227,-4.0161,5.4277,-4.0069
cc153978-56f3-421b-8261-84ed5ac0f20b,gbaka : CIE Abobo Centre → Agbékoi,5.4227,-4.0161,5.4277,-4.0069
d2eb52a5-0fed-45fb-b72b-7c8ca9b230fd,gbaka : Dokui Azur → Mairie,5.4196,-4.0153,5.3999,-4.0065
c1a06777-eaf6-47c5-a441-e250dc7adc77,woro woro : Koweit → Abobo Doumé,5.3222,-4.0541,5.3113,-4.0359
52753021-aa21-4665-b756-187ba25a5feb,woro woro : Palais → Marché Bagnon,5.3253,-4.0775,5.3371,-4.1111
4c7d66e5-d100-4c2f-abbd-2cea2f042a99,woro woro banalisé : Palmeraie → Marcory,5.3623,-3.9593,5.2997,-3.9772
2f267ca8-945d-47ff-a54d-3658bae20a6b,woro woro : Abobo Doumé Santé → Mossikro,5.3096,-4.044,5.3409,-4.0464
75bcc8ba-5163-48bc-a835-dbd3e695a972,woro woro : Abobo Baoulé → Abobo Marché,5.4239,-4.0153,5.4249,-3.9902
2e7ca798-b3c2-4c3b-9d9e-e7eee720d461,woro woro : Mossikro → Abobo Doumé Santé,5.3096,-4.044,5.3409,-4.0464
f883562d-bec1-4a7a-a827-7a8709bfb3aa,woro woro : Terminus 40 → Abobo Doumé,5.3303,-4.0741,5.3113,-4.0359
3a64c64b-4fdd-4a9c-a27a-19bfeb7f6070,woro woro banalisé : Plateau St Paul → Carrefour Angré,5.3307,-4.0228,5.3318,-4.0228
216299e4-8056-4c3c-9596-2c07ad8c296c,woro woro banalisé : 2 Plateaux Mobil → Yopougon 2è Pont,5.369,-4,5.3435,-4.0723
f15f6e67-1fca-4cea-a4ba-6323268bceb0,gbaka : Samake → Liberté,5.415,-4.0064,5.3553,-4.0161
fb8410fa-c482-46e1-85d3-2310bbb99f32,woro woro : Abobo Azur Mobil → Saint Jean,5.4,-4.0062,5.3329,-4.0044
15f607ec-85f7-4928-8646-99888cabadab,woro woro banalisé : Yopougon Lavage → Koumassi Bacongo,5.3435,-4.0723,5.2965,-3.955
8df4e8b6-d7e5-471b-986f-d211edbfd1bf,gbaka : Belle Ville → Ancienne Gendarmerie,5.4723,-4.0324,5.4616,-4.0537
7aa9e9fa-fdb7-434c-b24b-4ed6c08a6cd7,gbaka : Ancienne Gendarmerie → Belle Ville,5.4723,-4.0324,5.4615,-4.0525
47cebc9e-5b43-473a-acb9-f2569e2aa999,woro woro : BC → Abobo Gare,5.4459,-4.0207,5.4218,-4.0183
cf315e9d-9bee-4b17-93ab-7755f0cd5808,gkaka : Gare Djibi → Gare d'Abobo,5.4566,-3.9729,5.4209,-4.0144
afb4636f-9d18-44df-a204-539eefc0c67d,gkaka : Gare d'Abobo → Gare Djibi,5.4566,-3.9729,5.4209,-4.0145
3272a2ed-b49f-46e7-ab33-5c587d17a300,woro woro : Abobo Gare → BC,5.4218,-4.0182,5.4461,-4.0207
aa3b614f-c3c9-4424-b1f0-16a2af7baec9,gbaka : Samake → Pk 18 ancien marché,5.4154,-4.006,5.4499,-4.0524
df6772b7-332d-41ee-ae69-d5d00f376634,gbaka : Bracodi → Abobo Gare,5.3605,-4.0277,5.4174,-4.0168
493ea8a7-9c3f-4577-a544-79dbca6be80d,gbaka : Samake → Carrefour N'dotré,5.4477,-4.0705,5.4606,-4.0733
1e950aff-331d-41a9-8eae-a2d547e9dab2,gbaka : Gendarmerie → Gare Anyama,5.4271,-4.0212,5.4807,-4.053
1d270040-9728-460a-8fda-d7ff0b7e8b08,woro woro : Ndotre → Abobo Gendarmerie,5.4434,-4.069,5.4269,-4.0212
ef227b4f-8f11-4ebf-acc5-870d09e76355,gbaka : Treichville Gare Bassam → Grand Carrefour Koumassi,5.2985,-4.0016,5.2888,-3.971
9fedac2d-8f84-4b35-b6cc-bbc5ac2658f7,gbaka : Agripac → Bracodi,5.4441,-4.0488,5.4257,-4.0206
34fc40ee-0d8e-4faf-aefa-5323b0dee3d2,woro woro : Angré Petro Ivoire → Abobo Gare,5.4214,-4.0154,5.4046,-3.9923
6043eb99-c810-4ba3-8661-b4ca3b2fd3e7,woro woro : Abobo Marché → Abobo Baoulé,5.4212,-3.9905,5.4202,-4.0166
31bc3dd8-aaf6-4cb3-a47f-4586ba5e48d9,gbaka : Abobo Gare → Bracodi,5.4174,-4.0169,5.364,-4.0292
9d3fcb29-160c-4bb4-9fe8-ca5835e81ecc,woro woro banalisé : Plateau Mosquée → 9 kilo,5.32,-4.0155,5.3196,-4.0153
b4874cb4-b79d-420b-a9d1-5f974acf7cb0,gbaka : Abobo Gare Mairie → Adjamé Marché Gouro,5.3488,-4.0206,5.3491,-4.0212
ccff53d7-f54b-4a25-a95f-754d50fa607e,gbaka : Treichville Rue 12 → Anoumabo sans fil,5.3016,-4.0105,5.3071,-3.964
1f182a10-4426-43d4-9eb3-12a661cf4a7c,gbaka : Abobo Gare Mairie → Adjamé Liberté,5.4192,-4.0148,5.3546,-4.0164
b5b2764c-d5eb-4c5d-a862-ce2a42fcf4ef,gbaka : Adjamé gare en haut→ Cocody Riviera M'badon,5.3412,-4.0194,5.3503,-4.0226
9c4f8ca5-f2ab-48a7-835a-030ee4e51811,gbaka : Éléphant → Gonzagueville Corridor,5.2396,-3.8965,5.2555,-3.8928
1b8ddeb0-306c-485f-8349-2bc5fb3b34d7,gbaka : Gonzagueville Corridor → Éléphant,5.2396,-3.8965,5.2555,-3.8928
0ddd2996-45c5-4f5a-ad6b-5f5c0c6e22f0,gbaka : Cocody Riviera M'badon→ Adjamé gare en haut,5.3578,-3.9645,5.3503,-4.0225
5e553e15-49e9-41ba-bc53-e0061e67a0ed,gbaka : Cocody Attoban Camp→ Adjamé gare en haut,5.3706,-3.9762,5.3503,-4.0225
080af71d-251d-484b-b4fb-1fe03367a5bb,gbaka : Abraham → Gonzagueville Corridor,5.2396,-3.8965,5.2528,-3.8883
fc5bd196-3850-4213-a374-bf733897bb7c,woro woro : Houphouet-Boigny → Abobo Gendarmerie,5.443,-4.0088,5.4281,-4.0201
7f0c5e21-426b-4785-b48e-31ac7f98f4b5,gbaka : Cocody Anono → Adjamé Gare en Haut,5.3509,-4.0256,5.3502,-4.023
70e9fbee-f28a-4a2d-a4ba-2af31f71e210,gbaka : Adjamé Gare en Haut → Cocody Anono,5.3501,-4.0238,5.3446,-3.9724
bf1dfc6d-aba4-4bba-948d-5b54278ae2fd,woro woro : Abobo Gendarmerie → Houphouet-Boigny,5.443,-4.0088,5.4281,-4.0201
315ed451-6caf-4622-9bf1-e9eb12149626,woro woro banalisé : Marcory → Riviera 2,5.3,-3.9775,5.3532,-3.9782
c3516e3a-8bb5-4e86-81eb-726c47c0a6aa,woro woro banalisé : Plateau Pyramide/Mosquée → Riviera 2,5.32,-4.0155,5.3532,-3.9782
